forum,title,keywords,abstract,pdf,match,venue,year,type
https://openreview.net/forum?id=yfNSUQ3yRo,Noise Attention Learning: Enhancing Noise Robustness by Gradient Scaling,"['Machine Learning', 'Label Noise', 'Robustness']","Machine learning has been highly successful in data-driven applications but is often hampered when the data contains noise, especially label noise. When trained on noisy labels, deep neural networks tend to fit all noisy labels, resulting in poor generalization. To handle this problem, a common idea is to force the model to fit only clean samples rather than mislabeled ones. In this paper, we propose a simple yet effective method that automatically distinguishes the mislabeled samples and prevents the model from memorizing them, named Noise Attention Learning. In our method, we introduce an attention branch to produce attention weights based on representations of samples. This attention branch is learned to divide the samples according to the predictive power in their representations. We design the corresponding loss function that incorporates the attention weights for training the model without affecting the original learning direction. Empirical results show that most of the mislabeled samples yield significantly lower weights than the clean ones. Furthermore, our theoretical analysis shows that the gradients of training samples are dynamically scaled by the attention weights, implicitly preventing memorization of the mislabeled samples. Experimental results on two benchmarks (CIFAR-10 and CIFAR-100) with simulated label noise and three real-world noisy datasets (ANIMAL-10N, Clothing1M and Webvision) demonstrate that our approach outperforms state-of-the-art methods.
	 ",https://openreview.net/pdf/f566be6ca574c6e3a91678318d96515d63966bcc.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2022,Conference
https://openreview.net/forum?id=yLilJ1vZgMe,Fast Neural Kernel Embeddings for General Activations,[],"Infinite width limit has shed light on generalization and optimization aspects of deep learning by establishing connections between neural networks and kernel methods. Despite their importance, the utility of these kernel methods was limited in large-scale learning settings due to their (super-)quadratic runtime and memory complexities. Moreover, most prior works on neural kernels have focused on the ReLU activation, mainly due to its popularity but also due to the difficulty of computing such kernels for general activations. In this work, we overcome such difficulties by providing methods to work with general activations. First, we compile and expand the list of activation functions admitting exact dual activation expressions to compute neural kernels. When the exact computation is unknown, we present methods to effectively approximate them. We propose a fast sketching method that approximates any multi-layered Neural Network Gaussian Process (NNGP) kernel and Neural Tangent Kernel (NTK) matrices for a wide range of activation functions, going beyond the commonly analyzed ReLU activation. This is done by showing how to approximate the neural kernels using the truncated Hermite expansion of any desired activation functions. While most prior works require data points on the unit sphere, our methods do not suffer from such limitations and are applicable to any dataset of points in $\mathbb{R}^d$. Furthermore, we provide a subspace embedding for NNGP and NTK matrices with near input-sparsity runtime and near-optimal target dimension which applies to any \emph{homogeneous} dual activation functions with rapidly convergent Taylor expansion. Empirically, with respect to exact convolutional NTK (CNTK) computation, our method achieves $106\times$ speedup for approximate CNTK of a 5-layer Myrtle network on CIFAR-10 dataset. ",https://openreview.net/pdf/1795354e0b0a82062dfff10630f6c3cb3f0d26e0.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2022,Conference
https://openreview.net/forum?id=yKYCwTvl8eU,Learning Concept Credible Models for Mitigating Shortcuts,"['shortcuts', 'spurious correlations', 'deep learning']","During training, models can exploit spurious correlations as shortcuts, resulting in poor generalization performance when shortcuts do not persist. In this work, assuming access to a representation based on domain knowledge (i.e., known concepts) that is invariant to shortcuts, we aim to learn robust and accurate models from biased training data. In contrast to previous work, we do not rely solely on known concepts, but allow the model to also learn unknown concepts. We propose two approaches for mitigating shortcuts that incorporate domain knowledge, while accounting for potentially important yet unknown concepts. The first approach is two-staged. After fitting a model using known concepts, it accounts for the residual using unknown concepts. While flexible, we show that this approach is vulnerable when shortcuts are correlated with the unknown concepts. This limitation is addressed by our second approach that extends a recently proposed regularization penalty. Applied to two real-world datasets, we demonstrate that both approaches can successfully mitigate shortcut learning.",https://openreview.net/pdf/23e1a81b37091c397c86b6dc29dd2d2057d431a5.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2022,Conference
https://openreview.net/forum?id=yKDKNzjHg8N,Characterizing Datapoints via Second-Split Forgetting,"['example hardness', 'memorization', 'generalization', 'forgetting', 'unlearning']","Researchers investigating example hardness have increasingly focused on the dynamics by which neural networks learn and forget examples throughout training. Popular metrics derived from these dynamics include (i) the epoch at which examples are first correctly classified; (ii) the number of times their predictions flip during training; and (iii) whether their prediction flips if they are held out. However, these metrics do not distinguish among examples that are hard for distinct reasons, such as membership in a rare subpopulation, being mislabeled, or belonging to a complex subpopulation. In this paper, we propose *second-split forgetting time* (SSFT), a complementary metric that tracks the epoch (if any) after which an original training example is forgotten as the network is fine-tuned on a randomly held out partition of the data.  Across multiple benchmark datasets and modalities,  we demonstrate that *mislabeled* examples are forgotten quickly, and seemingly *rare* examples are forgotten comparatively slowly.  By contrast, metrics only considering the first split learning dynamics struggle to differentiate the two.  At large learning rates, SSFT tends to be robust across architectures,  optimizers, and random seeds. From a practical standpoint, the SSFT can (i) help to identify mislabeled samples, the removal of which improves generalization; and (ii) provide insights about failure modes.  Through theoretical analysis addressing overparameterized linear models, we provide insights into how the observed phenomena may arise.",https://openreview.net/pdf/92c4dd7b22e6a55579f8b9c357b9a949228c108f.pdf,{'keywords_filter': 'generalization'},NeurIPS.cc,2022,Conference
https://openreview.net/forum?id=yHFATHaIDN,MABSplit: Faster Forest Training Using Multi-Armed Bandits,"['random forest', 'xgboost', 'CART', 'classification and regression trees', 'multi-armed bandits', 'best arm identification']","Random forests are some of the most widely used machine learning models today, especially in domains that necessitate interpretability. We present an algorithm that accelerates the training of random forests and other popular tree-based learning methods. At the core of our algorithm is a novel node-splitting subroutine, dubbed MABSplit, used to efficiently find split points when constructing decision trees. Our algorithm borrows techniques from the multi-armed bandit literature to judiciously determine how to allocate samples and computational power across candidate split points. We provide theoretical guarantees that MABSplit improves the sample complexity of each node split from linear to logarithmic in the number of data points. In some settings, MABSplit leads to 100x faster training (an 99% reduction in training time) without any decrease in generalization performance. We demonstrate similar speedups when MABSplit is used across a variety of forest-based variants, such as Extremely Random Forests and Random Patches. We also show our algorithm can be used in both classification and regression tasks. Finally, we show that MABSplit outperforms existing methods in generalization performance and feature importance calculations under a fixed computational budget. All of our experimental results are reproducible via a one-line script at https://github.com/ThrunGroup/FastForest.
",https://openreview.net/pdf/6fd12b71293aad4d723dfbe87c8f3763424fb884.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2022,Conference
https://openreview.net/forum?id=xwBdjfKt7_W,SNN-RAT: Robustness-enhanced Spiking Neural Network through Regularized Adversarial Training,"['Spiking Neural Networks', 'Neural Coding', 'Perturbation Analysis']","Spiking neural networks (SNNs) are promising to be widely deployed in real-time and safety-critical applications with the advance of neuromorphic computing. Recent work has demonstrated the insensitivity of SNNs to small random perturbations due to the discrete internal information representation. The variety of training algorithms and the involvement of the temporal dimension pose more threats to the robustness of SNNs than that of typical neural networks. We account for the vulnerability of SNNs by constructing adversaries based on different differentiable approximation techniques. By deriving a Lipschitz constant specifically for the spike representation, we first theoretically answer the question of how much adversarial invulnerability is retained in SNNs. Hence, to defend against the broad attack methods, we propose a regularized adversarial training scheme with low computational overheads. SNNs can benefit from the constraint of the perturbed spike distance's amplification and the generalization on multiple adversarial $\epsilon$-neighbourhoods. Our experiments on the image recognition benchmarks have proven that our training scheme can defend against powerful adversarial attacks crafted from strong differentiable approximations. To be specific, our approach makes the black-box attacks of the Projected Gradient Descent attack nearly ineffective. We believe that our work will facilitate the spread of SNNs for safety-critical applications and help understand the robustness of the human brain.",https://openreview.net/pdf/745dce6df8f914f78b2250702969cca1124dc10a.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2022,Conference
https://openreview.net/forum?id=xvLWypz8p8,On Margins and Generalisation for Voting Classifiers,"['PAC-Bayes', 'Generalisation bounds', 'Ensemble learning', 'Margins', 'Majority votes', 'Aggregation of experts']","We study the generalisation properties of majority voting on finite ensembles of classifiers, proving margin-based generalisation bounds via the PAC-Bayes theory. These provide state-of-the-art guarantees on a number of classification tasks. Our central results leverage the Dirichlet posteriors studied recently by Zantedeschi et al. (2021) for training voting classifiers; in contrast to that work our bounds apply to non-randomised votes via the use of margins. Our contributions add perspective to the debate on the ``margins theory'' proposed by Schapire et al. (1998) for the generalisation of ensemble classifiers.",https://openreview.net/pdf/ba460a63f6974d10e9ad0b75cc5f988170e5f5de.pdf,{'title_filter': 'generalization'},NeurIPS.cc,2022,Conference
https://openreview.net/forum?id=xp5VOBxTxZ,Understanding the Generalization Benefit of Normalization Layers: Sharpness Reduction,"['normalization', 'sharpness', 'gradient descent', 'scale-invariance', 'theoretical analysis', 'edge of stability']","Normalization layers (e.g., Batch Normalization, Layer Normalization) were introduced to help with optimization difficulties in very deep nets, but they clearly also help generalization, even in not-so-deep nets. Motivated by the long-held belief that flatter minima lead to better generalization, this paper gives mathematical analysis and supporting experiments suggesting that normalization (together with accompanying weight-decay) encourages GD to reduce the sharpness of loss surface. Here ``sharpness'' is carefully defined given that the loss is scale-invariant, a known consequence of normalization. Specifically, for a fairly broad class of neural nets with normalization, our theory explains how GD with a finite learning rate enters the so-called Edge of Stability (EoS) regime, and characterizes the trajectory of GD in this regime via a continuous sharpness-reduction flow.",https://openreview.net/pdf/686c4da937112ac28b8f04def8e3bceae9c64509.pdf,{'title_filter': 'generalization'},NeurIPS.cc,2022,Conference
https://openreview.net/forum?id=xUK4E1jpV7z,Unlabelled Sample Compression Schemes for Intersection-Closed Classes and Extremal Classes,"['Sample compression', 'Vapnik Chervonenkis dimension', 'Ample classes', 'Extremal classes', 'Intersection-closed classes']","The sample compressibility of concept classes plays an important role in learning theory, as a sufficient condition for PAC learnability, and more recently as an avenue for robust generalisation in adaptive data analysis. Whether compression schemes of size $O(d)$ must necessarily exist for all classes of VC dimension $d$ is unknown, but conjectured to be true by Warmuth. Recently Chalopin, Chepoi, Moran, and Warmuth (2018) gave a beautiful unlabelled sample compression scheme of size VC dimension for all maximum classes: classes that meet the Sauer-Shelah-Perles Lemma with equality. They also offered a counterexample to compression schemes based on a promising approach known as corner peeling. In this paper we simplify and extend their proof technique to deal with so-called extremal classes of VC dimension $d$ which contain maximum classes of VC dimension $d-1$. A criterion is given which would imply that all extremal classes admit unlabelled compression schemes of size $d$. We also prove that all intersection-closed classes with VC dimension $d$ admit unlabelled compression schemes of size at most $11d$.",https://openreview.net/pdf/32d2689da9e0a92a27259ca577b966f165a4635d.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2022,Conference
https://openreview.net/forum?id=xL7B5axplIe,Conservative Dual Policy Optimization for Efficient Model-Based Reinforcement Learning,"['Reinforcement Learning', 'Model-Based Reinforcement Learning']","Provably efficient Model-Based Reinforcement Learning (MBRL) based on optimism or posterior sampling (PSRL) is ensured to attain the global optimality asymptotically by introducing the complexity measure of the model. However, the complexity might grow exponentially for the simplest nonlinear models, where global convergence is impossible within finite iterations. When the model suffers a large generalization error, which is quantitatively measured by the model complexity, the uncertainty can be large. The sampled model that current policy is greedily optimized upon will thus be unsettled, resulting in aggressive policy updates and over-exploration. In this work, we propose Conservative Dual Policy Optimization (CDPO) that involves a Referential Update and a Conservative Update. The policy is first optimized under a reference model, which imitates the mechanism of PSRL while offering more stability. A conservative range of randomness is guaranteed by maximizing the expectation of model value. Without harmful sampling procedures, CDPO can still achieve the same regret as PSRL. More importantly, CDPO enjoys monotonic policy improvement and global optimality simultaneously. Empirical results also validate the exploration efficiency of CDPO.",https://openreview.net/pdf/55bbf9410ec2dca2a240f67481fabd8a5275b905.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2022,Conference
https://openreview.net/forum?id=xK6wRfL2mv7,Sharpness-Aware Training for Free,"['Efficient learning', 'generalization', 'training algorithm']","Modern deep neural networks (DNNs) have achieved state-of-the-art performances but are typically over-parameterized. The over-parameterization may result in undesirably large generalization error in the absence of other customized training strategies. Recently, a line of research under the name of Sharpness-Aware Minimization (SAM) has shown that minimizing a sharpness measure, which reflects the geometry of the loss landscape, can significantly reduce the generalization error. However, SAM-like methods incur a two-fold computational overhead of the given base optimizer (e.g. SGD) for approximating the sharpness measure. In this paper, we propose Sharpness-Aware Training for Free, or SAF, which mitigates the sharp landscape at almost zero additional computational cost over the base optimizer. Intuitively, SAF achieves this by avoiding sudden drops in the loss in the sharp local minima throughout the trajectory of the updates of the weights. Specifically, we suggest a novel trajectory loss, based on the KL-divergence between the outputs of DNNs with the current weights and past weights, as a replacement of the SAM's sharpness measure. This loss captures the rate of change of the training loss along the model's update trajectory. By minimizing it, SAF ensures the convergence to a flat minimum with improved generalization capabilities. Extensive empirical results show that SAF minimizes the sharpness in the same way that SAM does, yielding better results on the ImageNet dataset with essentially the same computational cost as the base optimizer.",https://openreview.net/pdf/7873fcbe5b6d38bbdf4b3bdfcec179ed2420d3cd.pdf,{'keywords_filter': 'generalization'},NeurIPS.cc,2022,Conference
https://openreview.net/forum?id=x8DNliTBSYY,Memorization and Optimization in Deep Neural Networks with Minimum Over-parameterization,"['deep neural networks', 'Neural Tangent Kernel', 'minimum over-parameterization', 'memorization capacity', 'gradient descent training']","The Neural Tangent Kernel (NTK) has emerged as a powerful tool to provide memorization, optimization and generalization guarantees in deep neural networks. A line of work has studied the NTK spectrum for two-layer and deep networks with at least a layer with $\Omega(N)$ neurons, $N$ being the number of training samples. Furthermore, there is increasing evidence suggesting that deep networks with sub-linear layer widths are powerful memorizers and optimizers, as long as the number of parameters exceeds the number of samples. Thus, a natural open question is whether the NTK is well conditioned in such a challenging sub-linear setup. In this paper, we answer this question in the affirmative. Our key technical contribution is a lower bound on the smallest NTK eigenvalue for deep networks with the minimum possible over-parameterization: up to logarithmic factors, the number of parameters is $\Omega(N)$ and, hence, the number of neurons is as little as $\Omega(\sqrt{N})$. To showcase the applicability of our NTK bounds, we provide two results concerning memorization capacity and optimization guarantees for gradient descent training.",https://openreview.net/pdf/cbbaec21fde264c4b33c1e43d256a4dcf590141c.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2022,Conference
https://openreview.net/forum?id=wwWCZ7sER_C,Algorithms with Prediction Portfolios,"['algorithms with predictions', 'multiple predictions', 'learnability', 'minimum cost matching', 'load balancing', 'completion time scheduling']","The research area of algorithms with predictions has seen recent success showing how to incorporate machine learning into algorithm design to improve performance when the predictions are correct, while retaining worst-case guarantees when they are not.  Most previous work has assumed that the algorithm has access to a single predictor. However, in practice, there are many machine learning methods available, often with incomparable generalization guarantees, making it hard to pick a best method a priori. In this work we consider scenarios where multiple predictors are available to the algorithm and the question is how to best utilize them. 

Ideally, we would like the algorithm's performance to depend on the quality of the {\em best} predictor.  However, utilizing more predictions comes with a cost, since we now have to identify which prediction is best.  We study the use of multiple predictors for a number of fundamental problems, including matching, load balancing, and non-clairvoyant scheduling, which have been well-studied in the single predictor setting. For each of these problems we introduce new algorithms that take advantage of multiple predictors, and prove bounds on the resulting performance. ",https://openreview.net/pdf/70e8f923c338d416e62eba00988937384e560e65.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2022,Conference
https://openreview.net/forum?id=wt7cd9m2cz2,Learning single-index models with shallow neural networks,"['single-index models', 'gradient descent', 'landscape analysis', 'random feature approximation', 'shallow neural networks']","Single-index models are a class of functions given by an unknown univariate ``link'' function applied to an unknown one-dimensional projection of the input. These models are particularly relevant in high dimension, when the data might present low-dimensional structure that learning algorithms should adapt to. While several statistical aspects of this model, such as the sample complexity of recovering the relevant (one-dimensional) subspace, are well-understood, they rely on tailored algorithms that exploit the specific structure of the target function. In this work, we introduce a natural class of shallow neural networks and study its ability to learn single-index models via gradient flow. More precisely, we consider shallow networks in which biases of the neurons are frozen at random initialization. We show that the corresponding optimization landscape is benign, which in turn leads to generalization guarantees that match the near-optimal sample complexity of dedicated semi-parametric methods.",https://openreview.net/pdf/c89710a84fb2017651921dbde9e12ba22465878e.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2022,Conference
https://openreview.net/forum?id=wYGIxXZ_sZx,What is a Good Metric to Study Generalization of Minimax Learners?,[],"Minimax optimization has served as the backbone of many machine learning problems. Although the convergence behavior of optimization algorithms has been extensively studied in minimax settings, their generalization guarantees, i.e., how the model trained on empirical data performs on the unseen testing data, have been relatively under-explored. A fundamental question remains elusive: What is a good metric to study generalization of minimax learners? In this paper, we aim to answer this question by first showing that primal risk, a universal metric to study generalization in minimization problems, fails in simple examples of minimax problems. Furthermore, another popular metric, the primal-dual risk, also fails to characterize the generalization behavior for minimax problems with nonconvexity, due to non-existence of saddle points. We thus propose a new metric to study generalization of minimax learners: the primal gap, to circumvent these issues. Next, we derive generalization bounds for the primal gap in nonconvex-concave settings. As byproducts of our analysis, we also solve two open questions: establishing generalization bounds for primal risk and primal-dual risk in this setting, and in the strong sense, i.e., without assuming that the maximization and expectation can be interchanged. Finally, we leverage this new metric to compare the generalization behavior of two popular algorithms - gradient descent-ascent (GDA) and gradient descent-max (GDMax) in minimax optimization.",https://openreview.net/pdf/5084e647fe4d296d8d34d767667b44f3a17bddbd.pdf,{'title_filter': 'generalization'},NeurIPS.cc,2022,Conference
https://openreview.net/forum?id=wOI0AUAq9BR,SizeShiftReg: a Regularization Method for Improving Size-Generalization in Graph Neural Networks,"['Graph Neural Networks', 'Graph Representation Learning', 'Deep Learning', 'Graph Classification']","In the past few years, graph neural networks (GNNs) have become the de facto model of choice for graph classification. While, from the theoretical viewpoint, most GNNs can operate on graphs of any size, it is empirically observed that their classification performance degrades when they are applied on graphs with sizes that differ from those in the training data. Previous works have tried to tackle this issue in graph classification by providing the model with inductive biases derived from assumptions on the generative process of the graphs, or by requiring access to graphs from the test domain. The first strategy is tied to the quality of the assumptions made for the generative process, and requires the use of specific models designed after the explicit definition of the generative process of the data, leaving open the question of how to improve the performance of generic GNN models in general settings. On the other hand, the second strategy can be applied to any GNN, but requires access to information that is not always easy to obtain. In this work we consider the scenario in which we only have access to the training data, and we propose a regularization strategy that can be applied to any GNN to improve its generalization capabilities from smaller to larger graphs without requiring access to the test data. Our regularization is based on the idea of simulating a shift in the size of the training graphs using coarsening techniques, and enforcing the model to be robust to such a shift. Experimental results on standard datasets show that popular GNN models, trained on the 50% smallest graphs in the dataset and tested on the 10% largest graphs, obtain performance improvements of up to 30% when trained with our regularization strategy.",https://openreview.net/pdf/8e1dbf36d40515797ece62c036a7a112f4da6a27.pdf,{'title_filter': 'generalization'},NeurIPS.cc,2022,Conference
https://openreview.net/forum?id=w1CF57sLstO,Provable Generalization of Overparameterized Meta-learning Trained with SGD,"['MAML', 'generalization theory', 'excess risk', 'mixed linear regression']","Despite the empirical success of deep meta-learning, theoretical understanding of overparameterized meta-learning is still limited. This paper studies the generalization of a widely used meta-learning approach, Model-Agnostic Meta-Learning (MAML), which aims to find a good initialization for fast adaptation to new tasks. Under a mixed linear regression model, we analyze the generalization properties of MAML trained with SGD in the overparameterized regime. We provide both upper and lower bounds for the excess risk of MAML, which captures how SGD dynamics affect these generalization bounds. With such sharp characterizations, we further explore how various learning parameters impact the generalization capability of  overparameterized MAML, including explicitly identifying typical data and task distributions that can achieve diminishing generalization error with overparameterization, and characterizing the impact of adaptation learning rate on both excess risk and the early stopping time. Our theoretical findings are further validated by experiments. ",https://openreview.net/pdf/4720f620288516c1628f9f305d3675d463dec20f.pdf,{'title_filter': 'generalization'},NeurIPS.cc,2022,Conference
https://openreview.net/forum?id=vsNQkquutZk,WaveBound: Dynamic Error Bounds for Stable Time Series Forecasting,"['time series forecasting', 'overfitting', 'regularization']","Time series forecasting has become a critical task due to its high practicality in real-world applications such as traffic, energy consumption, economics and finance, and disease analysis. Recent deep-learning-based approaches have shown remarkable success in time series forecasting. Nonetheless, due to the dynamics of time series data, deep networks still suffer from unstable training and overfitting. Inconsistent patterns appearing in real-world data lead the model to be biased to a particular pattern, thus limiting the generalization. In this work, we introduce the dynamic error bounds on training loss to address the overfitting issue in time series forecasting. Consequently, we propose a regularization method called WaveBound which estimates the adequate error bounds of training loss for each time step and feature at each iteration. By allowing the model to focus less on unpredictable data, WaveBound stabilizes the training process, thus significantly improving generalization. With the extensive experiments, we show that WaveBound consistently improves upon the existing models in large margins, including the state-of-the-art model.",https://openreview.net/pdf/e9bffe2a01923e53e957296aa6af19391a3b872b.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2022,Conference
https://openreview.net/forum?id=vfCd1Vt8BGq,On Leave-One-Out Conditional Mutual Information For Generalization,[],"We derive information theoretic generalization bounds for supervised learning algorithms based on a new measure of leave-one-out conditional mutual information (loo-CMI). In contrast to other CMI bounds, which may be hard to evaluate in practice, our loo-CMI bounds are easier to compute and can be interpreted in connection to other notions such as classical leave-one-out cross-validation, stability of the optimization algorithm, and the geometry of the loss-landscape. It applies both to the output of training algorithms as well as their predictions.  We empirically validate the quality of the bound by evaluating its predicted generalization gap in scenarios for deep learning. In particular, our bounds are non-vacuous on image-classification tasks. ",https://openreview.net/pdf/5a8f11576ba365383eff52b394b6b9c1e9e10958.pdf,{'title_filter': 'generalization'},NeurIPS.cc,2022,Conference
https://openreview.net/forum?id=vdh62914QR,Black-Box Generalization: Stability of Zeroth-Order Learning,"['Generalization Error', 'Zeroth-Order Optimization', 'Black-Box Learning']","We provide the first generalization error analysis for black-box learning through derivative-free optimization. Under the assumption of a Lipschitz and smooth unknown loss, we consider the Zeroth-order Stochastic Search (ZoSS) algorithm, that updates a $d$-dimensional model by replacing stochastic gradient directions with stochastic differences of $K+1$ perturbed loss evaluations per dataset (example) query. For both unbounded and bounded possibly nonconvex losses, we present the first generalization bounds for the ZoSS algorithm. These bounds coincide with those for SGD, and they are independent of $d$, $K$ and the batch size $m$, under appropriate choices of a slightly decreased learning rate. For bounded nonconvex losses and a batch size $m=1$, we additionally show that both generalization error and learning rate are independent of $d$ and $K$, and remain essentially the same as for the SGD, even for two function evaluations. Our results extensively extend and consistently recover established results for SGD in prior work, on both generalization bounds and corresponding learning rates. If additionally $m=n$, where $n$ is the dataset size, we recover generalization guarantees for full-batch GD as well. ",https://openreview.net/pdf/5f38c04a80c734555fdb9415f7dbee7afb35beca.pdf,{'title_filter': 'generalization'},NeurIPS.cc,2022,Conference
https://openreview.net/forum?id=vRrFVHxFiXJ,Predicting Cellular Responses to Novel Drug Perturbations at a Single-Cell Resolution,"['single cell', 'perturbation', 'disentanglement', 'transfer learning', 'drug discovery', 'unsupervised', 'genomics']","Single-cell transcriptomics enabled the study of cellular heterogeneity in response to perturbations at the resolution of individual cells. However, scaling high-throughput screens (HTSs) to measure cellular responses for many drugs remains a challenge due to technical limitations and, more importantly, the cost of such multiplexed experiments. Thus, transferring information from routinely performed bulk RNA HTS is required to enrich single-cell data meaningfully.
We introduce chemCPA, a new encoder-decoder architecture to study the perturbational effects of unseen drugs. We combine the model with an architecture surgery for transfer learning and demonstrate how training on existing bulk RNA HTS datasets can improve generalisation performance. Better generalisation reduces the need for extensive and costly screens at single-cell resolution. 
We envision that our proposed method will facilitate more efficient experiment designs through its ability to generate in-silico hypotheses, ultimately accelerating drug discovery.",https://openreview.net/pdf/4414ec3406a562aad63390f9e44e8d8d9ba59269.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2022,Conference
https://openreview.net/forum?id=vDeh2yxTvuh,When Do Flat Minima Optimizers Work?,"['deep learning', 'optimization', 'flatness']","Recently, flat-minima optimizers, which seek to find parameters in low-loss neighborhoods, have been shown to improve a neural network's generalization performance over stochastic and adaptive gradient-based optimizers. Two methods have received significant attention due to their scalability: 1. Stochastic Weight Averaging (SWA), and 2. Sharpness-Aware Minimization (SAM). However, there has been limited investigation into their properties and no systematic benchmarking of them across different domains. We fill this gap here by comparing the loss surfaces of the models trained with each method and through broad benchmarking across computer vision, natural language processing, and graph representation learning tasks. We discover several surprising findings from these results, which we hope will help researchers further improve deep learning optimizers, and practitioners identify the right optimizer for their problem.",https://openreview.net/pdf/93834c5d539dcea86ad948dfae805a75a1a7c554.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2022,Conference
https://openreview.net/forum?id=uzn0WLCfuC_,Expected Improvement for Contextual Bandits,"['Expected Improvement', 'Linear Bandits', 'Neural Contextual Bandits', 'Contextual Bandits', 'Neural Tangent Kernel', 'Greedy Strategy']","The expected improvement (EI) is a popular technique to handle the tradeoff between exploration and exploitation under uncertainty. This technique has been widely used in Bayesian optimization but it is not applicable for the contextual bandit problem which is a generalization of the standard bandit and Bayesian optimization. In this paper, we initiate and study the EI technique for contextual bandits from both theoretical and practical perspectives. We propose two novel EI-based algorithms, one when the reward function is assumed to be linear and the other for more general reward functions. With linear reward functions, we demonstrate that our algorithm achieves a near-optimal regret. Notably, our regret improves that of LinTS \cite{agrawal13} by a factor $\sqrt{d}$ while avoiding to solve a NP-hard problem at each iteration as in LinUCB \cite{Abbasi11}. For more general reward functions which are modeled by deep neural networks, we prove that our algorithm achieves a $\tilde{\mathcal O} (\tilde{d}\sqrt{T})$ regret, where $\tilde{d}$ is the effective dimension of a neural tangent kernel (NTK) matrix, and $T$ is the number of iterations. Our experiments on various benchmark datasets show that both proposed algorithms work well and consistently outperform existing approaches, especially in high dimensions.",https://openreview.net/pdf/85b68cabc047bb197a02e7f01d53bfc8b1f23d82.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2022,Conference
https://openreview.net/forum?id=uvE-fQHA4t_,On the Importance of Gradient Norm in PAC-Bayesian Bounds,"['generalization bound', 'pac-bayes']","Generalization bounds which assess the difference between the true risk and the empirical risk have been studied extensively. However, to obtain bounds, current techniques use strict assumptions such as a uniformly bounded or a Lipschitz loss function. To avoid these assumptions, in this paper, we follow an alternative approach: we relax uniform bounds assumptions by using on-average bounded loss and on-average bounded gradient norm assumptions. Following this relaxation, we propose a new generalization bound that exploits the contractivity of the log-Sobolev inequalities. These inequalities add an additional loss-gradient norm term to the generalization bound, which is intuitively a surrogate of the model complexity. We apply the proposed bound on Bayesian deep nets and empirically analyze the effect of this new loss-gradient norm term on different neural architectures.",https://openreview.net/pdf/90d5535f79dbd304e196b8f15cf22980ef1f184a.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2022,Conference
https://openreview.net/forum?id=u6p_NvZ23qt,A Non-Asymptotic Moreau Envelope Theory for High-Dimensional Generalized Linear Models,[],"We prove a new generalization bound that shows for any class of linear predictors in Gaussian space, the Rademacher complexity of the class and the training error under any continuous loss $\ell$ can control the test error under all Moreau envelopes of the loss $\ell$ . We use our finite-sample bound to directly recover the “optimistic rate” of Zhou et al. (2021) for linear regression with the square loss, which is known to be tight for minimal $\ell_2$-norm interpolation, but we also handle more general settings where the label is generated by a potentially misspecified multi-index model. The same argument can analyze noisy interpolation of max-margin classifiers through the squared hinge loss, and establishes consistency results in spiked-covariance settings. More generally, when the loss is only assumed to be Lipschitz, our bound effectively improves Talagrand’s well-known contraction lemma by a factor of two, and we prove uniform convergence of interpolators (Koehler et al. 2021) for all smooth, non-negative losses. Finally, we show that application of our generalization bound using localized Gaussian width will generally be sharp for empirical risk minimizers, establishing a non-asymptotic Moreau envelope theory for generalization that applies outside of proportional scaling regimes, handles model misspecification, and complements existing asymptotic Moreau envelope theories for M-estimation.",https://openreview.net/pdf/e8b87ac9319efc5182239c02487e45e528939185.pdf,{'abstract_filter': 'generalization'},NeurIPS.cc,2022,Conference
